TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2013,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.37,
2013,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.99,
2013,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),26.14,
2013,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),577.60,
2013,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),7.00,
2013,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),3.60,
2013,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4.70,
2013,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 213.40,
2013,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),44.40,
2013,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.72,
2013,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),22.25,
2013,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),29.07,
2013,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.28,
2013,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.06,
2013,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.55,
2013,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 819.94,
2013,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),21.16,
2013,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),76.38,
2013,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),146.01,
2013,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2013,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2013,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,n
2013,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,n
2013,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),210.00,
2013,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.00,
2013,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),73.87,
2013,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),17.17,
2013,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),784.00,
2013,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),17.81,
2013,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),15.63,
2013,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),54.94,
2013,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),7 479.50,
2013,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),170.60,
2013,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),187.80,
2013,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),412.20,
2013,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),315.10,
2013,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),10.90,
2013,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),48.45,
2013,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),747.10,
2013,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),5 421.80,
2013,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),53.90,
2013,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),166.06,
2013,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),324.65,
2013,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),98.97,
2013,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.69,
2013,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.93,
2013,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),27.24,
2013,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),759.84,
2013,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),4.62,
2013,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),7.84,
2013,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),19.60,
2013,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 099.70,
2013,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),11.30,
2013,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),13.72,
2013,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.22,
2013,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),974.41,
2013,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),30.17,
2013,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),17.13,
2013,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.99,
2013,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2013,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2013,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,
2013,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,
2013,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),286.00,
2013,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2013,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8.18,
2013,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.80,
2013,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2013,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2013,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2013,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2013,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 034.62,
2013,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),147.00,
2013,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2013,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2013,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),23.00,
2013,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.15,
